ym,brand,series,combo,name,supply,actual
2025-05,퍼시스,CH0017,CH0017-A442A,기본형 의자,평택의자,72
2025-05,퍼시스,CH0017,CH0017-A445A,기본형 의자,평택의자,2
2025-05,퍼시스,CH0017,CH0017BK-A445A,기본형 의자,평택의자,50
2025-05,퍼시스,CH2300,CH2300SF-XX,"정전기 방지 의자 (팔걸이 유, 높은 사양)",평택의자,10
2025-05,퍼시스,CH2300,CH2320S-XX,정전기 방지 의자 (팔걸이 무),평택의자,6
2025-05,퍼시스,CH2300,CHXX2405026-XX,CH2300S-단종품 생산,평택의자,45
2025-05,퍼시스,CH2300,CHXX2405028-XX,CH2320SF-단종품 생산(CH2300SF 팔걸이 제거),평택의자,13
2025-05,퍼시스,CH6100,CH6100AHPZ-2D6B,"헤드, 럼버, 조절팔, 폴리싱 베이스, 우레탄 캐스터",평택의자,1
2025-05,퍼시스,CHA4300,CH4309C-BK,의자 옷걸이,의자상품,6
2025-05,퍼시스,CHA4300,CH4309G-BK,고정형 발통,평택의자,51
2025-05,퍼시스,CHA4300,CHA4300A-371,일반형 의자,VN의자,24
2025-05,퍼시스,CHA4300,CHA4300A-376,일반형 의자,VN의자,130
2025-05,퍼시스,CHA4300,CHA4300A-453,일반형 의자,평택의자,8
2025-05,퍼시스,CHA4300,CHA4300A-556B,일반형 의자,VN의자,53
2025-05,퍼시스,CHA4300,CHA4300A-A446,일반형 의자,평택의자,10
2025-05,퍼시스,CHA4300,CHA4300AH-371,헤드레스트형 의자,VN의자,256
2025-05,퍼시스,CHA4300,CHA4300AH-376,헤드레스트형 의자,VN의자,719
2025-05,퍼시스,CHA4300,CHA4300AH-453,헤드레스트형 의자,평택의자,36
2025-05,퍼시스,CHA4300,CHA4300AH-454,헤드레스트형 의자,VN의자,87
2025-05,퍼시스,CHA4300,CHA4300AH-457,헤드레스트형 의자,VN의자,62
2025-05,퍼시스,CHA4300,CHA4300AH-556B,헤드레스트형 의자,VN의자,125
2025-05,퍼시스,CHA4300,CHA4300AH-A446,헤드레스트형 의자,평택의자,109
2025-05,퍼시스,CHA4300,CHA4300AHP-371,고급 헤드레스트형 의자,평택의자,5
2025-05,퍼시스,CHA4300,CHA4300AHP-376,고급 헤드레스트형 의자,평택의자,18
2025-05,퍼시스,CHA4300,CHA4300AHP-454,고급 헤드레스트형 의자,평택의자,16
2025-05,퍼시스,CHA4300,CHA4300AU-376,일반용 의자,평택의자,248
2025-05,퍼시스,CHA4300,CHA4300R-371,일반형 의자,평택의자,20
2025-05,퍼시스,CHA4300,CHA4300R-376,일반형 의자,VN의자,82
2025-05,퍼시스,CHA4300,CHA4300R-454,일반형 의자,평택의자,9
2025-05,퍼시스,CHA4300,CHA4300R-457,일반형 의자,평택의자,48
2025-05,퍼시스,CHA4300,CHA4300R-556B,일반형 의자,평택의자,17
2025-05,퍼시스,CHA4300,CHA4300R-A446,일반형 의자,평택의자,14
2025-05,퍼시스,CHA4300,CHA4300RA-371,일반형 의자,평택의자,1
2025-05,퍼시스,CHA4300,CHA4300RA-376,일반형 의자,평택의자,13
2025-05,퍼시스,CHA4300,CHA4300RA-457,일반형 의자,평택의자,1
2025-05,퍼시스,CHA4300,CHA4300RA-556B,일반형 의자,평택의자,6
2025-05,퍼시스,CHA4300,CHA4300RAH-371,헤드레스트형 의자,VN의자,2
2025-05,퍼시스,CHA4300,CHA4300RAH-376,헤드레스트형 의자,VN의자,33
2025-05,퍼시스,CHA4300,CHA4300RAH-453,헤드레스트형 의자,평택의자,2
2025-05,퍼시스,CHA4300,CHA4300RAH-454,헤드레스트형 의자,평택의자,1
2025-05,퍼시스,CHA4300,CHA4300RAH-556B,헤드레스트형 의자,VN의자,5
2025-05,퍼시스,CHA4300,CHA4300RH-371,헤드레스트형 의자,VN의자,41
2025-05,퍼시스,CHA4300,CHA4300RH-376,헤드레스트형 의자,VN의자,222
2025-05,퍼시스,CHA4300,CHA4300RH-454,헤드레스트형 의자,평택의자,19
2025-05,퍼시스,CHA4300,CHA4300RH-457,헤드레스트형 의자,VN의자,145
2025-05,퍼시스,CHA4300,CHA4300RH-556B,헤드레스트형 의자,VN의자,9
2025-05,퍼시스,CHA4300,CHA4300RH-A446,헤드레스트형 의자,평택의자,8
2025-05,퍼시스,CHA4300,CHA4300RU-376,일반용 의자,평택의자,145
2025-05,퍼시스,CHA4300,CHA4301-371,회의 의자,평택의자,44
2025-05,퍼시스,CHA4300,CHA4301-376,회의 의자,평택의자,274
2025-05,퍼시스,CHA4300,CHA4301-453,회의 의자,평택의자,13
2025-05,퍼시스,CHA4300,CHA4301-457,회의 의자,평택의자,37
2025-05,퍼시스,CHA4300,CHA4301-556B,회의 의자,평택의자,19
2025-05,퍼시스,CHA4300,CHA4301-A446,회의 의자,평택의자,56
2025-05,퍼시스,CHA4300,CHA4301C-371,일반회의용 의자(제너럴 틸트 사양),평택의자,34
2025-05,퍼시스,CHA4300,CHA4301C-376,일반회의용 의자(제너럴 틸트 사양),평택의자,110
2025-05,퍼시스,CHA4300,CHA4301C-556B,일반회의용 의자(제너럴 틸트 사양),평택의자,20
2025-05,퍼시스,CHA4300,CHA4301C-A446,일반회의용 의자(제너럴 틸트 사양),평택의자,1
2025-05,퍼시스,CHA4300,CHA4311-371,고정형 회의 의자,평택의자,4
2025-05,퍼시스,CHA4300,CHA4311-376,고정형 회의 의자,평택의자,35
2025-05,퍼시스,CHA4300,CHA4311-556B,고정형 회의 의자,평택의자,12
2025-05,퍼시스,CHA4300,CHA4311-A446,고정형 회의 의자,평택의자,1
2025-05,퍼시스,CHA4300,CHA4311A-371,반고정형 회의 의자,의자상품,49
2025-05,퍼시스,CHA4300,CHA4311A-376,반고정형 회의 의자,의자상품,103
2025-05,퍼시스,CHA4300,CHA4311A-453,반고정형 회의 의자,의자상품,22
2025-05,퍼시스,CHA4300,CHA4311A-454,반고정형 회의 의자,의자상품,12
2025-05,퍼시스,CHA4300,CHA4311A-457,반고정형 회의 의자,의자상품,40
2025-05,퍼시스,CHA4300,CHA4311A-556B,반고정형 회의 의자,의자상품,2
2025-05,퍼시스,CHA4300,CHA4311A-A446,반고정형 회의 의자,의자상품,2
2025-05,퍼시스,CHA4300,CHAJ4300AZ-376,"(우치다)CHA4300AZ, UCHIDA 패키징",평택의자,60
2025-05,퍼시스,CHA4300,CHAJ4300RAZ-376,"(우치다)CHA4300RAZ-럼버무, UCHIDA 패키징",평택의자,19
2025-05,퍼시스,CHA4300,CHN4309-371,좌판 커버 액세서리,평택의자,1
2025-05,퍼시스,CHA4300,CHN4309-376,좌판 커버 액세서리,평택의자,5
2025-05,퍼시스,CHA4300,CHN4309-454,좌판 커버 액세서리,평택의자,2
2025-05,퍼시스,CHA4300,CHN4309-556,좌판 커버 액세서리,평택의자,8
2025-05,퍼시스,CHA4300,CHN4309-838A,좌판 커버 액세서리,평택의자,1
2025-05,퍼시스,CHA4300,CHNX2402006-376,CHA4300RHU-비-표준품동일(KB손해보험전용_단가조정),평택의자,122
2025-05,퍼시스,CHA4300,CHNX2411008-451MY,CHA4300A-좌판451MY,평택의자,5
2025-05,퍼시스,CHA4300,CHXX2503003-376,CHA4301CZ-65파이 우레탄캐스터,평택의자,12
2025-05,퍼시스,CHA4300-EX,CHXX2502022-L946N,CHA4300HE 임시코드,평택의자,4
2025-05,퍼시스,CHA4300EX,CHA4300HE-L946N,중역 의자,평택의자,35
2025-05,퍼시스,CHA4300W,CH4309WCH-WW,의자 옷걸이,의자상품,54
2025-05,퍼시스,CHA4300W,CHA4300WA-371,일반형 의자,VN의자,112
2025-05,퍼시스,CHA4300W,CHA4300WA-452,일반형 의자,평택의자,4
2025-05,퍼시스,CHA4300W,CHA4300WA-454,일반형 의자,평택의자,6
2025-05,퍼시스,CHA4300W,CHA4300WA-834C,일반형 의자,평택의자,18
2025-05,퍼시스,CHA4300W,CHA4300WA-838A,일반형 의자,평택의자,2
2025-05,퍼시스,CHA4300W,CHA4300WAH-371,헤드레스트형 의자,VN의자,1044
2025-05,퍼시스,CHA4300W,CHA4300WAH-452,헤드레스트형 의자,평택의자,121
2025-05,퍼시스,CHA4300W,CHA4300WAH-454,헤드레스트형 의자,VN의자,54
2025-05,퍼시스,CHA4300W,CHA4300WAH-457,헤드레스트형 의자,VN의자,22
2025-05,퍼시스,CHA4300W,CHA4300WAH-834C,헤드레스트형 의자,평택의자,4
2025-05,퍼시스,CHA4300W,CHA4300WAH-838A,헤드레스트형 의자,평택의자,9
2025-05,퍼시스,CHA4300W,CHA4300WRA-371,일반형 의자,평택의자,28
2025-05,퍼시스,CHA4300W,CHA4300WRA-452,일반형 의자,평택의자,2
2025-05,퍼시스,CHA4300W,CHA4300WRAH-371,헤드레스트형 의자,VN의자,11
2025-05,퍼시스,CHA4300W,CHA4300WRAH-452,헤드레스트형 의자,평택의자,9
2025-05,퍼시스,CHA4300W,CHA4300WRAH-454,헤드레스트형 의자,평택의자,1
2025-05,퍼시스,CHA4300W,CHA4300WRAH-838A,헤드레스트형 의자,평택의자,1
2025-05,퍼시스,CHA4300W,CHA4301W-371,회의 의자,평택의자,159
2025-05,퍼시스,CHA4300W,CHA4301W-452,회의 의자,평택의자,8
2025-05,퍼시스,CHA4300W,CHA4301W-454,회의 의자,평택의자,4
2025-05,퍼시스,CHA4300W,CHA4301W-457,회의 의자,평택의자,4
2025-05,퍼시스,CHA4300W,CHA4301W-834C,회의 의자,평택의자,7
2025-05,퍼시스,CHA4300W,CHA4301W-838A,회의 의자,평택의자,7
2025-05,퍼시스,CHA4300W,CHA4301WC-371,회의 의자,평택의자,36
2025-05,퍼시스,CHA4300W,CHA4301WC-452,회의 의자,평택의자,19
2025-05,퍼시스,CHA4300W,CHA4301WC-454,회의 의자,평택의자,33
2025-05,퍼시스,CHA4300W,CHA4301WC-457,회의 의자,평택의자,1
2025-05,퍼시스,CHA4300W,CHA4301WC-838A,회의 의자,평택의자,35
2025-05,퍼시스,CHA4300W,CHA4301WZ-452,회의 의자,평택의자,175
2025-05,퍼시스,CHA4300W,CHA4311WA-371,반고정형 회의 의자,의자상품,225
2025-05,퍼시스,CHA4300W,CHA4311WA-452,반고정형 회의 의자,의자상품,29
2025-05,퍼시스,CHA4300W,CHA4311WA-454,반고정형 회의 의자,의자상품,13
2025-05,퍼시스,CHA4300W,CHA4311WA-457,반고정형 회의 의자,의자상품,4
2025-05,퍼시스,CHA4300W,CHA4311WA-834C,반고정형 회의 의자,의자상품,1
2025-05,퍼시스,CHA4300W,CHA4311WA-838A,반고정형 회의 의자,의자상품,1
2025-05,퍼시스,CHA4300W,CHNX2502016-751A,"CHA4300WAH-등WW751A,좌751A",평택의자,25
2025-05,퍼시스,CHA4300W,CHNX2503011-456,CHA4300WAH-좌판456변경(CHNX2411004 사양 동일),평택의자,13
2025-05,퍼시스,CHA6100W,CHA6100WA-2D1B,일반형 의자,평택의자,18
2025-05,퍼시스,CHA6100W,CHA6100WA-2D6B,일반형 의자,평택의자,10
2025-05,퍼시스,CHA6100W,CHA6100WAH-2D1B,헤드레스트형 의자,VN의자,404
2025-05,퍼시스,CHA6100W,CHA6100WAH-2D4B,헤드레스트형 의자,평택의자,35
2025-05,퍼시스,CHA6100W,CHA6100WAH-2D6B,헤드레스트형 의자,평택의자,35
2025-05,퍼시스,CHN130,CHN1363-A471,로비의자 등좌판,평택의자,9
2025-05,퍼시스,CHN130,CHN1363-A472,로비의자 등좌판,평택의자,38
2025-05,퍼시스,CHN130,CHN1363-A477,로비의자 등좌판,평택의자,8
2025-05,퍼시스,CHN130,CHN1370-BKM,로비의자 다리프레임,평택의자,56
2025-05,퍼시스,CHN130,CHN1373-BKM,로비의자 프레임,의자상품,54
2025-05,퍼시스,CHN130,CHN1373P-A471,로비의자 사이드 팔걸이,평택의자,9
2025-05,퍼시스,CHN130,CHN1373P-A472,로비의자 사이드 팔걸이,평택의자,38
2025-05,퍼시스,CHN130,CHN1373P-A477,로비의자 사이드 팔걸이,평택의자,9
2025-05,퍼시스,CHN130,CHN1373PA-A471,로비의자 석간팔걸이,평택의자,4
2025-05,퍼시스,CHN130,CHN1373PA-A472,로비의자 석간팔걸이,평택의자,31
2025-05,퍼시스,CHN130,CHN1373PA-A477,로비의자 석간팔걸이,평택의자,2
2025-05,퍼시스,CHN4300,CH4309CH-BK,의자 옷걸이,의자상품,219
2025-05,퍼시스,CHN4300,CHA4300AZ-556B,일반형 의자,평택의자,27
2025-05,퍼시스,CHN4300,CHA4309HZ-BK,헤드레스트 부품(수출 전용),평택의자,10
2025-05,퍼시스,CHN4300,CHN4300-553B,일반형 의자,평택의자,3
2025-05,퍼시스,CHN4300,CHN4301-454,회의 의자,평택의자,2
2025-05,퍼시스,CHN4300,CHN4301Z-371,"T50-C스위블타입,우레탄캐스터,영문,일반중심봉",평택의자,19
2025-05,퍼시스,CHN4300,CHN4311Z-371,T50 시리즈 회의용 - 캔틸레버 타입,평택의자,9
2025-05,퍼시스,CHN4300,CHNX2402005-556B,CHA4300AZ-형태-헤드추가,평택의자,10
2025-05,퍼시스,CHN4300,CHXX2403001-BK,"CH4309CHU-렌치,로고캡,설명서 제외(KB손해보험 수주 후 단종)",의자상품,122
2025-05,퍼시스,CHN6100,CH6100AHZ-2D6B,"헤드, 럼버, 조절팔, 나일론 베이스, 우레탄 캐스터",평택의자,12
2025-05,퍼시스,CHN6100,CH6109-451L,좌판 커버 액세서리,의자상품,14
2025-05,퍼시스,CHN6100,CH6109-454B,좌판 커버 액세서리,의자상품,5
2025-05,퍼시스,CHN6100,CH6109-456,좌판 커버 액세서리,의자상품,4
2025-05,퍼시스,CHN6100,CHA6100AHP-2D1B,고급 헤드레스트형 의자,평택의자,5
2025-05,퍼시스,CHN6100,CHA6100AHP-2D6B,고급 헤드레스트형 의자,평택의자,12
2025-05,퍼시스,CHN6100,CHN6100A-2D1B,일반형 의자,평택의자,71
2025-05,퍼시스,CHN6100,CHN6100A-2D6B,일반형 의자,평택의자,33
2025-05,퍼시스,CHN6100,CHN6100AH-2D1B,헤드레스트형 의자,평택의자,10
2025-05,퍼시스,CHN6100,CHN6100AH-2D4B,헤드레스트형 의자,평택의자,4
2025-05,퍼시스,CHN6100,CHN6100AH-2D6B,헤드레스트형 의자,VN의자,215
2025-05,퍼시스,CHN6100,CHN6100AHPZ-2D1B,고급 헤드레스트형 의자,평택의자,100
2025-05,퍼시스,CHN6100,CHN6100RA-2D1B,일반형 의자,평택의자,2
2025-05,퍼시스,CHN6100,CHN6100RA-2D6B,일반형 의자,평택의자,7
2025-05,퍼시스,CHNA4300-EX,CHAJ4300HEZ-L946N,"CHA4300HEZ, UCHIDA 패키징",평택의자,2
2025-05,퍼시스,CHNA4300W,CHA4300WAZ-454,일반형 의자,평택의자,36
2025-05,퍼시스,CHNA4300W,CHA4309HWZ-WW,헤드레스트 부품(수출 전용),평택의자,36
2025-05,퍼시스,CHNA4300W,CHNX2502004-371,"CHA4300WAZ-헤드추가,690플랫베이스 변경",평택의자,231
2025-05,퍼시스,CLING,CH4900CHU-836,업무용 의자 (보급형),평택의자,111
2025-05,퍼시스,CLING,CH4900CU-836,업무용 의자 (보급형),평택의자,100
2025-05,퍼시스,Cling,CH4900AH-834,헤드레스트형 의자,평택의자,12
2025-05,퍼시스,Cling,CH4900AH-836,헤드레스트형 의자,평택의자,20
2025-05,퍼시스,Cling,CH4900C-834,일반형 의자,평택의자,24
2025-05,퍼시스,Cling,CH4900C-836,일반형 의자,평택의자,13
2025-05,퍼시스,Cling,CH4900CAH-836,업무용 의자 (보급형),평택의자,17
2025-05,퍼시스,Cling,CH4900CH-836,헤드레스트형 의자,평택의자,29
2025-05,퍼시스,Cling,CH4900CRH-836,헤드레스트형 의자,평택의자,5
2025-05,퍼시스,Cling,CH4901-831,프레임 이동형 회의 의자,의자상품,7
2025-05,퍼시스,Cling,CH4901-834,프레임 이동형 회의 의자,의자상품,15
2025-05,퍼시스,Cling,CH4901-836,프레임 이동형 회의 의자,의자상품,179
2025-05,퍼시스,Cling,CHXX2504033-831,"CH4900CRU-좌판 831, 등판 931",평택의자,3
2025-05,시디즈,EASY-REPAIR,K30XA0KG-SG,[이지리페어] 아띠 높이연장블록 (1SET=4EA),평택의자,12
2025-05,시디즈,EASY-REPAIR,S00G1KG-SG,글라이드 B형(라이트그레이)_분리도구 포함,평택의자,351
2025-05,시디즈,EASY-REPAIR,S00U1KG-SG50,우레탄 바퀴 B형(라이트그레이)_분리도구 포함,평택의자,36
2025-05,시디즈,EASY-REPAIR,S00V1KG-SG50,싯브레이크 바퀴 B형(라이트그레이)_분리도구 포함,평택의자,297
2025-05,시디즈,EASY-REPAIR,S50D0VG-A443Q,[이지리페어] 링고 좌판(로지핑크),VN의자,15
2025-05,시디즈,EASY-REPAIR,S50K0VG-SG,[이지리페어] 링고 발받침,VN의자,46
2025-05,시디즈,EASY-REPAIR,S50N0VG-A441P,[이지리페어] 링고 등판(소이밀크),VN의자,59
2025-05,시디즈,EASY-REPAIR,S50X0VG-XX,[이지리페어] 링고 높이조절 손잡이,VN의자,17
2025-05,시디즈,EASY-REPAIR,S51K0VG-WW,[이지리페어] 링고 2세대 발받침,VN의자,32
2025-05,시디즈,EASY-REPAIR,T00G1KG-BK,글라이드 A형(블랙)_분리도구 포함,평택의자,53
2025-05,시디즈,EASY-REPAIR,T00U1KG-BK65,우레탄 바퀴 A형(블랙)_분리도구 포함,평택의자,71
2025-05,시디즈,EASY-REPAIR,T00U1KG-WW65,우레탄 바퀴 A형(화이트)_분리도구 포함,평택의자,68
2025-05,시디즈,EASY-REPAIR,T00V1KG-BK65,싯브레이크 바퀴 A형(블랙)_분리도구 포함,평택의자,183
2025-05,시디즈,EASY-REPAIR,T00V1KG-SG65,싯브레이크 바퀴 A형(라이트그레이)_분리도구 포함,평택의자,128
2025-05,시디즈,EASY-REPAIR,T20FL0VG-BK,T20 팔걸이_좌(블랙프레임),VN의자,3
2025-05,시디즈,EASY-REPAIR,T20FL0VG-WW,T20 팔걸이_좌(화이트프레임),VN의자,116
2025-05,시디즈,EASY-REPAIR,T20FR0VG-BK,T20 팔걸이_우(블랙프레임),VN의자,2
2025-05,시디즈,EASY-REPAIR,T20FR0VG-WW,T20 팔걸이_우(화이트프레임),VN의자,51
2025-05,시디즈,EASY-REPAIR,T55AP0KG-BK,[이지리페어] T55 암패드(블랙/1SET=좌+우),평택의자,292
2025-05,시디즈,EASY-REPAIR,T80AP0KG-BK,T80 암패드(블랙/1SET=좌+우),평택의자,18
2025-05,시디즈,EASY-REPAIR,T80AP0KG-SG,T80 암패드(그레이/1SET=좌+우),평택의자,9
2025-05,시디즈,EASY-REPAIR,T80D0KG-451AN,T80 좌판(패브릭/다크그레이),평택의자,35
2025-05,시디즈,EASY-REPAIR,T80D0KG-456,T80 좌판(패브릭/차콜),평택의자,42
2025-05,시디즈,EASY-REPAIR,T80H0KG-A096,T80 헤드레스트(블랙프레임/인조가죽/블랙),평택의자,38
2025-05,시디즈,EASY-REPAIR,T209FL-BK,T20 팔걸이_좌(블랙프레임),의자상품,3
2025-05,시디즈,EASY-REPAIR,T209FL-WW,T20 팔걸이_좌(화이트프레임),의자상품,23
2025-05,시디즈,EASY-REPAIR,T209FR-BK,T20 팔걸이_우(블랙프레임),의자상품,3
2025-05,시디즈,EASY-REPAIR,T209FR-WW,T20 팔걸이_우(화이트프레임),의자상품,88
2025-05,시디즈,EASY-REPAIR,T509AL-BK,[이지리페어] T50 팔걸이_조절형_좌_BK,의자상품,283
2025-05,시디즈,EASY-REPAIR,T509AL-WW,[이지리페어] T50 팔걸이_조절형_좌_WW,의자상품,339
2025-05,시디즈,EASY-REPAIR,T509AR-BK,[이지리페어] T50 팔걸이_조절형_우_BK,의자상품,208
2025-05,시디즈,EASY-REPAIR,T509AR-WW,[이지리페어] T50 팔걸이_조절형_우_WW,의자상품,248
2025-05,시디즈,EASY-REPAIR,T509FL-BK,[이지리페어] T50 팔걸이_고정형_좌_BK,평택의자,27
2025-05,시디즈,EASY-REPAIR,T509FR-BK,[이지리페어] T50 팔걸이_고정형_우_BK,평택의자,25
2025-05,시디즈,EASY-REPAIR,TNE509-451M,[이지리페어] T50 좌판(웜그레이),평택의자,91
2025-05,시디즈,EASY-REPAIR,TNE509-452M,[이지리페어] T50 좌판(아이보리),평택의자,45
2025-05,시디즈,EASY-REPAIR,TNE509-456,[이지리페어] T50 좌판(차콜),평택의자,246
2025-05,시디즈,EASY-REPAIR,TNE509-457B,[이지리페어] T50 좌판(딥그린),평택의자,72
2025-05,시디즈,EASY-REPAIR,TNE509-458D,[이지리페어] T50 좌판(코랄),평택의자,36
2025-05,시디즈,EASY-REPAIR,TNE509H-BK,[이지리페어] T50 헤드레스트_BK,의자상품,359
2025-05,시디즈,EASY-REPAIR,TNF509H-WW,[이지리페어] T50 헤드레스트_WW,의자상품,243
2025-05,시디즈,EASY-REPAIR,VS509D-A441P,링고 좌판쿠션(소이밀크),VN의자,1
2025-05,시디즈,EASY-REPAIR,VS509D-A444N,링고 좌판쿠션(라벤더블루),VN의자,24
2025-05,시디즈,EASY-REPAIR,VS509D-A447A,링고 좌판쿠션(그린티그린),VN의자,25
2025-05,시디즈,EASY-REPAIR,VS509N-A443Q,링고 등판쿠션(로지핑크),VN의자,12
2025-05,시디즈,EASY-REPAIR,VS509N-A444N,링고 등판쿠션(라벤더블루),VN의자,18
2025-05,시디즈,EASY-REPAIR,VS509N-A447A,링고 등판쿠션(그린티그린),VN의자,23
2025-05,시디즈,EASY-REPAIR,VTNA209H-BK,T20 헤드레스트(블랙프레임),VN의자,105
2025-05,시디즈,EASY-REPAIR,VTNB209H-WW,T20 헤드레스트(화이트프레임),VN의자,9
2025-05,퍼시스,Ega,CH0029FQ-451A,리프트업 의자 (글라이드),의자상품,5
2025-05,퍼시스,Ega,CH0029FQ-452N,리프트업 의자 (글라이드),의자상품,1
2025-05,퍼시스,Ega,CH0029MF-451A,바퀴형 의자,의자상품,520
2025-05,퍼시스,Ega,CH0029MF-452N,바퀴형 의자,의자상품,92
2025-05,퍼시스,Ega,CH0029MF-454H,바퀴형 의자,의자상품,74
2025-05,퍼시스,Ega,CH0029MF-458D,바퀴형 의자,의자상품,7
2025-05,퍼시스,Ega,CH0029MF-458H,바퀴형 의자,의자상품,16
2025-05,퍼시스,Ega,CH0029MFQ-451A,리프트업 의자 (캐스터),의자상품,428
2025-05,퍼시스,Ega,CH0029MFQ-452N,리프트업 의자 (캐스터),의자상품,59
2025-05,퍼시스,Ega,CH0029MFQ-454H,리프트업 의자 (캐스터),의자상품,79
2025-05,퍼시스,Ega,CH0029MFQ-458D,리프트업 의자 (캐스터),의자상품,29
2025-05,퍼시스,Ega,CH0029MFQ-458H,리프트업 의자 (캐스터),의자상품,1
2025-05,퍼시스,Ega,CHXX2304023-761A,CH4401-단종품 생산,평택의자,34
2025-05,일룸,Ega,ITY00BS00A-451L,에가 스위블(캐스터),의자상품,30
2025-05,일룸,Ega,ITY00BS00A-452M,에가 스위블(캐스터),의자상품,38
2025-05,일룸,Ega,ITY00BS01A-451L,에가 스위블(글라이드),의자상품,7
2025-05,일룸,Ega,ITY00BS01A-452M,에가 스위블(글라이드),의자상품,18
2025-05,시디즈,EGA,TN601FE-451M,에가_4-LEGS형_글라이드(패브릭/웜그레이),의자상품,18
2025-05,시디즈,EGA,TN601FE-452N,에가_4-LEGS형_글라이드(패브릭/샌드베이지),의자상품,6
2025-05,시디즈,EGA,TN601FE-457L,에가_4-LEGS형_글라이드(패브릭/애쉬그린),의자상품,2
2025-05,시디즈,EGA,TN601FE-458D,에가_4-LEGS형_글라이드(패브릭/코랄),의자상품,4
2025-05,시디즈,EGA,TN601FE-A490L,에가_4-LEGS형_글라이드(인조가죽/아이보리),의자상품,27
2025-05,시디즈,EGA,TN601FEY-451M,에가_4-LEGS형_바퀴(패브릭/웜그레이),의자상품,6
2025-05,시디즈,EGA,TN601FEY-452N,에가_4-LEGS형_바퀴(패브릭/샌드베이지),의자상품,10
2025-05,시디즈,EGA,TN601FEY-457L,에가_4-LEGS형_바퀴(패브릭/애쉬그린),의자상품,6
2025-05,시디즈,EGA,TN601FEY-458D,에가_4-LEGS형_바퀴(패브릭/코랄),의자상품,1
2025-05,시디즈,EGA,TN601FEY-A490L,에가_4-LEGS형_바퀴(인조가죽/아이보리),의자상품,21
2025-05,시디즈,EGA,TN603FG-451M,에가_높이조절형_글라이드(패브릭/웜그레이),의자상품,7
2025-05,시디즈,EGA,TN603FG-452N,에가_높이조절형_글라이드(패브릭/샌드베이지),의자상품,13
2025-05,시디즈,EGA,TN603FG-457L,에가_높이조절형_글라이드(패브릭/애쉬그린),의자상품,2
2025-05,시디즈,EGA,TN603FG-458D,에가_높이조절형_글라이드(패브릭/코랄),의자상품,2
2025-05,시디즈,EGA,TN603FG-A490L,에가_높이조절형_글라이드(인조가죽/아이보리),의자상품,29
2025-05,시디즈,EGA,TN603FY-451M,에가_높이조절형_바퀴(패브릭/웜그레이),의자상품,34
2025-05,시디즈,EGA,TN603FY-452N,에가_높이조절형_바퀴(패브릭/샌드베이지),의자상품,58
2025-05,시디즈,EGA,TN603FY-457L,에가_높이조절형_바퀴(패브릭/애쉬그린),의자상품,50
2025-05,시디즈,EGA,TN603FY-458D,에가_높이조절형_바퀴(패브릭/코랄),의자상품,8
2025-05,시디즈,EGA,TN603FY-A490L,에가_높이조절형_바퀴(인조가죽/아이보리),의자상품,85
2025-05,퍼시스,Flight,CH4800-371,메쉬 등판 의자,평택의자,5
2025-05,퍼시스,Flight,CH4800-376,메쉬 등판 의자,평택의자,22
2025-05,퍼시스,Flight,CH4800-453,메쉬 등판 의자,평택의자,28
2025-05,퍼시스,Flight,CH4800W-831,메쉬 등판 의자,평택의자,44
2025-05,퍼시스,Flight,CH4800W-834C,메쉬 등판 의자,평택의자,18
2025-05,퍼시스,Flight,CH4800WX-831,플렉서블 등판 의자,평택의자,17
2025-05,퍼시스,Flight,CH4800WX-834C,플렉서블 등판 의자,평택의자,6
2025-05,퍼시스,Flight,CH4800X-371,플렉서블 등판 의자,평택의자,17
2025-05,퍼시스,Flight,CH4800X-376,플렉서블 등판 의자,평택의자,6
2025-05,퍼시스,Flight,CHXX2503026-A441,CH4800W-좌판 A441,평택의자,5
2025-05,퍼시스,Flight,CHXX2504040-838A,"CH4800Z-좌판 838A, 캐셔사양 변경",평택의자,20
2025-05,퍼시스,FLIGHT,CHXX2504046-456,"CHJ4800Z-등751A,좌456,100G_EX(CR),럼버O,라벨X",평택의자,1
2025-05,퍼시스,FLIGHT,CHXX2504047-376,"CHJ4800Z-등756,좌376,100G_EX(CR),럼버O,라벨X",평택의자,1
2025-05,퍼시스,FLIGHT,CHXX2504053-458,CH4800XZ-좌판 458,평택의자,8
2025-05,퍼시스,FLIGHT,CHXX2504059-454,"TN250NFYZU비-좌:454,시디즈박스,라벨, 로고",평택의자,1
2025-05,퍼시스,Foreair,CH6400A-5G1DIG,일반형 의자,평택의자,9
2025-05,퍼시스,Foreair,CH6400AH-5G1CSG,헤드레스트형 의자,평택의자,50
2025-05,퍼시스,Foreair,CH6400AH-5G1DIG,헤드레스트형 의자,평택의자,71
2025-05,퍼시스,Foreair,CH6400WA-5G1BWW,일반형 의자,평택의자,1
2025-05,퍼시스,Foreair,CH6400WAH-5G1BWW,헤드레스트형 의자,평택의자,81
2025-05,퍼시스,Foreair Mesh,CH6500A-5H1ASG,일반형 의자,평택의자,7
2025-05,퍼시스,Foreair Mesh,CH6500A-5H1BIG,일반형 의자,평택의자,3
2025-05,퍼시스,Foreair Mesh,CH6500WA-5H1WW,일반형 의자,평택의자,15
2025-05,퍼시스,Foreair Mesh,CH6500WAH-5H1WW,헤드레스트형 의자,평택의자,31
